GR_VR,gr_vr_translated,age_at_sale,mileage,SALES_RES,registration_date,sales_date
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,24.66,36202,48.4%,01Nov2016,23Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,13.51,46301,46.6%,01Jun2016,18Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.02,20252,50.5%,01Jun2016,02Nov2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.44,50195,44.0%,01Oct2015,15Jan2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,18.66,90116,42.5%,01Feb2016,23Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,40.69,110298,43.8%,01Apr2017,24Aug2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,13.11,38034,49.3%,01Jun2016,06Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,39.08,72446,35.9%,01Aug2015,05Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.74,37090,49.1%,01Apr2016,25Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.51,29208,52.2%,01Jan2016,18Apr2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,26.89,32053,50.6%,01Mar2015,29May2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.48,53428,44.8%,01Feb2016,18Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,33.51,56060,32.4%,02Nov2015,20Aug2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,29.18,51573,35.6%,01Mar2015,07Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.89,35988,45.1%,01Nov2015,31May2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,32.85,36514,41.1%,01Nov2015,30Jul2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,32.30,56111,42.6%,01Nov2015,13Jul2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.00,43396,46.9%,01Jun2016,02Oct2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,14.92,18397,52.8%,01Jan2016,31Mar2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.43,70525,44.2%,01Nov2015,17May2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,18.89,57411,49.0%,01Feb2016,30Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.85,75301,35.8%,01Aug2015,29Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.52,52124,42.5%,01Oct2015,17Feb2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.93,24969,50.6%,01Oct2017,30Jan2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.64,30856,46.5%,01Sep2016,21Feb2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.07,24758,57.9%,01Oct2015,02Feb2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,26.43,25148,53.2%,10Nov2016,25Jan2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.82,16364,65.0%,01Mar2016,27Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.07,89970,35.9%,01Aug2015,05Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.79,42429,46.6%,01Nov2015,28May2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,34.46,34545,45.9%,01Oct2015,17Aug2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.21,26500,48.0%,15Jan2018,24Jun2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,37.15,118824,39.4%,10May2016,17Jun2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.51,19664,51.4%,01Dec2015,18May2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,39.87,46976,37.2%,01Aug2015,29Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.97,25292,54.6%,01Oct2015,30Jan2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,26.56,33390,42.6%,01Sep2016,20Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,37.02,150882,30.0%,10May2016,13Jun2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.30,44061,39.8%,01Aug2015,12Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,35.51,67209,43.7%,14Jul2017,01Jul2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,39.18,49274,39.5%,01Aug2015,08Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.03,80353,41.0%,01May2016,05Jul2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,39.08,46073,37.5%,01Aug2015,05Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,14.10,4984,49.7%,01Jul2017,04Sep2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.92,84192,35.4%,01Aug2015,31Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,34.56,33829,44.9%,01Oct2016,21Aug2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,39.41,96996,35.5%,01Aug2015,15Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.89,100034,36.5%,01May2016,31Jul2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,26.36,49398,45.8%,01Oct2015,13Dec2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,35.48,62943,32.8%,05Nov2015,22Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.52,45204,46.9%,01Jul2015,17Nov2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,29.64,129224,35.2%,01Apr2015,21Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,40.00,110142,30.2%,01Aug2015,03Dec2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.48,37710,48.9%,01Mar2015,16Jun2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.75,59254,45.3%,01Mar2015,25Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.66,33680,42.2%,01Mar2015,21Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,49.11,133343,35.1%,01Oct2015,07Nov2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,12.92,15746,47.3%,01Oct2017,30Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.28,39554,50.9%,01Jul2015,10Oct2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.11,47816,44.7%,01Jul2015,05Oct2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.44,26795,53.4%,07Oct2016,23Mar2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,25.93,40602,48.9%,01Apr2015,31May2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,24.66,26782,48.4%,01Nov2016,23Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.61,48342,46.3%,01Jul2015,20Oct2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,24.66,25215,48.4%,01Nov2016,23Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,24.66,44516,48.4%,01Nov2016,23Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.33,67518,45.7%,01Mar2015,12Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,40.10,81232,40.9%,01Jul2016,06Nov2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,18.82,48720,40.0%,01Aug2016,26Feb2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,23.08,20358,51.0%,01Oct2017,05Sep2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.21,24899,46.4%,01Aug2016,08Nov2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.48,46880,50.0%,01Mar2015,16Jun2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.25,52248,41.1%,01Aug2016,09Jan2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.15,20928,48.0%,01Oct2016,08Mar2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.64,13071,48.7%,01Apr2016,21Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,14.52,15381,54.2%,01Mar2016,18May2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,19.54,31489,47.4%,01Aug2016,20Mar2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,13.64,13205,52.4%,01Mar2016,21Apr2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,31.48,67867,40.3%,01Mar2015,16Oct2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.82,36616,45.0%,01Sep2016,28Jan2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,14.46,22311,51.7%,01Apr2016,16Jun2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.43,34773,60.8%,01Jan2016,16May2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,29.18,81428,36.0%,01Mar2015,07Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.79,52044,45.9%,01Nov2015,28May2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,29.28,54751,43.1%,01Oct2015,12Mar2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.03,56393,44.4%,01Mar2015,03Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,32.43,39174,36.0%,01Nov2015,17Jul2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.49,75571,34.1%,01Aug2015,18Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.57,38824,43.3%,01Sep2016,21Dec2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,26.89,45196,48.7%,01Jul2015,28Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.93,44788,47.3%,01Aug2015,30Nov2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,25.87,85132,50.1%,01Aug2018,28Sep2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,14.62,24018,45.7%,01Oct2017,21Dec2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,35.48,42269,40.5%,01Mar2015,15Feb2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.54,11805,44.0%,01Oct2017,18Jan2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.59,55918,38.0%,01Apr2015,20Oct2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,13.97,22293,49.2%,01Aug2017,01Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,8.52,8435,63.5%,30May2017,14Feb2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,10.30,1871,51.6%,01Jul2017,11May2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.21,17907,55.0%,01Mar2017,08Jun2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,24.36,60073,39.1%,01Jan2017,14Jan2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.66,2918,51.4%,01Jul2016,21Nov2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,20.13,40187,43.2%,01Feb2017,08Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.25,37083,50.3%,01Jul2017,10Oct2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,14.36,20502,46.7%,01Sep2016,13Nov2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.44,24679,53.4%,07Oct2016,23Mar2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,40.92,46930,35.2%,21Nov2016,22Apr2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.13,37134,55.6%,21Oct2016,26Feb2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,19.84,31413,52.0%,20Oct2016,17Jun2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.20,32985,43.7%,07Nov2016,17Mar2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,7.67,7651,68.7%,19Oct2016,10Jun2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,21.02,24372,48.3%,01Aug2016,04May2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.03,20379,45.6%,01Mar2016,03Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.48,12500,52.6%,01Mar2016,16Jun2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,29.15,164867,25.7%,01May2017,07Oct2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,18.46,53961,42.5%,01Feb2016,17Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,19.11,58315,46.4%,01Jun2016,05Jan2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,18.79,23771,43.2%,01Dec2015,26Jun2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.51,18721,55.2%,01Dec2015,18May2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,31.15,68256,50.5%,05Nov2015,12Jun2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,32.03,66733,42.1%,05Nov2015,09Jul2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,31.05,56105,38.5%,01Nov2015,05Jun2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,33.44,52397,42.5%,05Nov2015,21Aug2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,40.26,123262,39.5%,01Apr2017,11Aug2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,40.98,71851,35.6%,01Aug2015,02Jan2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.75,63697,49.2%,02Nov2015,28May2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,31.11,69015,43.7%,01Nov2015,07Jun2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.79,48672,47.0%,01Nov2015,28May2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,13.97,12726,53.0%,01Aug2017,01Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,60.26,102566,39.8%,18Sep2015,29Sep2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,21.21,26301,53.5%,01Dec2015,08Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.95,99706,35.4%,01Jul2015,01Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,19.28,32842,45.9%,01Feb2017,12Sep2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,40.69,116593,38.1%,01Apr2017,24Aug2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.48,7208,56.2%,01Dec2016,18Mar2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,19.48,30464,47.4%,01Oct2016,18May2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,24.66,24791,48.4%,01Nov2016,23Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,37.67,117655,39.1%,01May2016,24Jun2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.26,10540,48.6%,01Sep2016,10Jan2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,46.39,65000,26.9%,13Oct2016,28Aug2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,50.00,88934,45.1%,13Jul2016,15Sep2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,13.28,25565,51.5%,01Jul2016,10Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,35.80,94487,38.4%,07Sep2016,04Sep2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,49.34,163144,30.9%,06Apr2016,20May2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.03,50308,46.4%,01Jun2016,03Oct2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,12.43,2507,76.3%,31Oct2016,14Nov2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,37.31,103667,37.5%,01Apr2016,14May2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.67,32168,56.3%,01Feb2016,24Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.08,95036,44.2%,01Apr2016,04Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.34,13389,50.9%,01May2017,12Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.79,33212,48.9%,01May2016,25Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,17.64,43730,43.5%,01Apr2016,21Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,31.18,24026,48.5%,01Jun2015,07Jan2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,21.25,54824,31.4%,01May2017,08Feb2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,37.77,44933,40.8%,01Aug2015,26Sep2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.49,20997,50.1%,01Jan2016,18May2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.59,46741,45.9%,01Mar2015,20Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,18.00,21437,46.9%,01Jan2016,03Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.25,32858,43.2%,01Sep2016,11Dec2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.33,64575,46.3%,01Mar2015,12Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,32.16,47833,42.9%,01Nov2015,09Jul2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,31.15,75279,39.7%,01Nov2015,08Jun2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,19.28,18433,49.4%,01Nov2017,12Jun2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,14.98,33256,50.7%,01Jun2016,01Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,14.62,31625,43.2%,01Sep2016,21Nov2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.54,28055,54.9%,01Aug2016,18Nov2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,29.54,53683,45.1%,01Oct2015,20Mar2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.54,37946,49.7%,01Jan2016,19Apr2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.79,58686,47.8%,01Nov2015,28May2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.20,68315,49.0%,01Oct2015,09Apr2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,31.48,67299,36.3%,01Mar2015,16Oct2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.43,56685,48.2%,01Nov2015,17May2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.51,44292,49.5%,01Nov2015,17Feb2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.52,36747,48.8%,01Oct2015,16Feb2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,13.97,76663,42.8%,01Jun2017,01Aug2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.77,6524,53.5%,01Oct2015,24Jan2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,41.90,102410,38.2%,01Aug2015,30Jan2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.72,92076,38.9%,01Jul2015,23Jan2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,39.61,67704,36.1%,01Aug2015,21Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.52,26264,47.6%,01Oct2015,16Feb2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,40.59,44188,43.0%,01Aug2015,21Dec2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,39.41,103775,34.8%,01Oct2015,15Jan2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.72,40359,39.1%,01Aug2015,25Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.85,86356,34.1%,01Aug2015,29Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,37.57,61549,41.0%,01Aug2015,20Sep2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,39.31,74319,38.2%,01Aug2015,12Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,40.72,109408,38.6%,01Apr2017,25Aug2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.62,37538,58.0%,01Oct2015,19Feb2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,29.18,84288,39.1%,01Mar2015,07Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,29.08,27017,46.3%,01Apr2015,04Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,48.30,145891,31.0%,01Jun2015,13Jun2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,49.18,121001,33.9%,01Jun2015,10Jul2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,26.62,42030,50.6%,01Jul2015,20Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,51.05,64179,41.2%,01Mar2015,05Jun2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.16,27802,37.1%,01Apr2015,07Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,32.20,57736,37.9%,01Aug2015,09Apr2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,29.18,41016,36.4%,01Mar2015,07Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,49.74,45879,39.9%,23Jun2016,18Aug2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.10,56335,44.5%,01Mar2015,05Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.31,30979,46.5%,01Apr2015,12Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,29.64,37633,48.8%,01Mar2015,21Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,22.85,75800,43.3%,13Aug2018,10Jul2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,24.95,45523,50.6%,01Mar2015,31Mar2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,29.64,41549,50.3%,01Jun2015,21Nov2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,14.07,17781,47.9%,01Oct2017,04Dec2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,33.11,42629,44.4%,01Mar2015,05Dec2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,26.52,57839,48.0%,01Mar2015,18May2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.20,98967,39.7%,01May2016,10Jul2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,33.08,48752,41.2%,01Jun2015,06Mar2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,22.82,78816,43.2%,14Aug2018,10Jul2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,28.95,26410,37.0%,01Mar2015,31Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,14.10,29858,47.9%,01Oct2017,05Dec2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,36.79,101209,40.8%,01Nov2016,28Nov2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,13.51,24296,48.1%,01Feb2017,20Mar2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,37.21,64886,39.7%,01Mar2015,09Apr2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,21.54,27512,49.1%,01Jan2017,20Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.52,33784,50.1%,01Dec2016,19Apr2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,13.31,11500,54.4%,01Nov2017,12Dec2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,12.16,16110,46.0%,01Mar2017,07Mar2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,14.92,40710,51.6%,01Jun2016,30Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,18.56,87150,40.3%,02Feb2016,21Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,18.43,14008,51.3%,01Oct2016,16Apr2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,25.31,48011,45.9%,01Oct2017,12Nov2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.20,121900,36.0%,01May2016,10Jul2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,61.51,112696,34.9%,28May2015,16Jul2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,40.00,104890,40.9%,01Oct2016,03Feb2020
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,24.66,34253,48.8%,01Nov2016,23Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,25.54,65021,45.9%,01Oct2017,19Nov2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,24.66,35923,48.4%,01Nov2016,23Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.48,27139,41.8%,01Dec2015,17Mar2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.72,11774,38.4%,01Jun2016,24Oct2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,25.38,55278,47.2%,01Oct2017,14Nov2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,20.03,23802,48.3%,01May2016,02Jan2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.03,8967,52.1%,01Mar2016,03Jul2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,18.39,41149,50.7%,01Jun2016,14Dec2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.03,20076,47.6%,01Aug2016,03Dec2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,18.23,49732,42.5%,01Apr2016,09Oct2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,20.62,41166,33.6%,01Jan2016,21Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,22.85,26864,46.1%,01Aug2016,29Jun2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,25.67,37574,45.0%,01Sep2016,24Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.21,14125,46.5%,01Aug2016,08Nov2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.69,19709,49.8%,01Jan2016,24May2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,15.64,19829,44.1%,01Aug2016,21Nov2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.72,49602,43.9%,01Jun2016,24Oct2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.26,34032,55.4%,01Dec2015,10Apr2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,18.59,27839,51.9%,01Dec2015,20Jun2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.16,37355,46.7%,01Apr2016,07Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.00,34731,48.4%,01Apr2016,02Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,31.15,64962,35.7%,01Nov2015,08Jun2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,22.23,32666,44.4%,01Dec2015,09Oct2017
